geo,time,gender,life_expectancy
kgz,1987,female,69.635
kgz,1988,female,69.866
kgz,1989,female,71.8
kgz,1990,female,72.6
kgz,1991,female,72.7
kgz,1992,female,72.2
kgz,1993,female,71.7
kgz,1994,female,70.7
kgz,1995,female,70.4
kgz,1996,female,71
kgz,1997,female,71.4
kgz,1998,female,71.2
kgz,1999,female,72.6
kgz,2000,female,72.4
kgz,2001,female,72.6
kgz,2002,female,72.1
kgz,2003,female,72.2
kgz,2004,female,72.2
kgz,2005,female,71.9
kgz,2006,female,72.1
kgz,2007,female,72.3
kgz,2008,female,72.6
kgz,2009,female,73.2
kgz,2010,female,73.5
kgz,2011,female,73.7
kgz,2012,female,74.1
kgz,2013,female,74.3
kgz,2014,female,74.5
kgz,2015,female,74.8
kgz,2016,female,75.1
khm,1960,female,42.932
khm,1961,female,43.093
khm,1962,female,43.284
khm,1963,female,43.497
khm,1964,female,43.708
khm,1965,female,43.934
khm,1966,female,44.202
khm,1967,female,44.466
khm,1968,female,44.632
khm,1969,female,44.58
khm,1970,female,43.936
khm,1971,female,42.262
khm,1972,female,39.456
khm,1973,female,35.674
khm,1974,female,31.262
khm,1975,female,26.991
khm,1976,female,23.806
khm,1977,female,22.394
khm,1978,female,23.113
khm,1979,female,25.944
khm,1980,female,30.491
khm,1981,female,36.036
khm,1982,female,41.618
khm,1983,female,46.461
khm,1984,female,50.213
khm,1985,female,52.722
khm,1986,female,54.102
khm,1987,female,54.822
khm,1988,female,55.281
khm,1989,female,55.616
khm,1990,female,55.922
khm,1991,female,56.237
khm,1992,female,56.533
khm,1993,female,56.804
khm,1994,female,57.093
khm,1995,female,57.446
khm,1996,female,57.895
khm,1997,female,58.439
khm,1998,female,59.076
khm,1999,female,59.805
khm,2000,female,60.624
khm,2001,female,61.525
khm,2002,female,62.477
khm,2003,female,63.444
khm,2004,female,64.4
khm,2005,female,65.312
khm,2006,female,66.15
khm,2007,female,66.904
khm,2008,female,67.569
khm,2009,female,68.145
khm,2010,female,68.638
khm,2011,female,69.065
khm,2012,female,69.453
khm,2013,female,69.827
khm,2014,female,70.196
khm,2015,female,70.57
khm,2016,female,70.949
kir,1960,female,51.443
kir,1961,female,51.962
kir,1962,female,52.488
kir,1963,female,53.012
kir,1964,female,53.526
kir,1965,female,54.034
kir,1966,female,54.542
kir,1967,female,55.055
kir,1968,female,55.575
kir,1969,female,56.092
kir,1970,female,56.593
kir,1971,female,57.062
kir,1972,female,57.485
kir,1973,female,57.855
kir,1974,female,58.169
kir,1975,female,58.424
kir,1976,female,58.62
kir,1977,female,58.772
kir,1978,female,58.9
kir,1979,female,59.02
kir,1980,female,59.154
kir,1981,female,59.32
kir,1982,female,59.532
kir,1983,female,59.797
kir,1984,female,60.123
kir,1985,female,60.517
kir,1986,female,60.982
kir,1987,female,61.502
kir,1988,female,62.059
kir,1989,female,62.637
kir,1990,female,63.214
kir,1991,female,63.771
kir,1992,female,64.293
kir,1993,female,64.77
kir,1994,female,65.194
kir,1995,female,65.565
kir,1996,female,65.89
kir,1997,female,66.185
kir,1998,female,66.461
kir,1999,female,66.722
kir,2000,female,66.967
kir,2001,female,67.192
kir,2002,female,67.392
kir,2003,female,67.566
kir,2004,female,67.719
kir,2005,female,67.854
kir,2006,female,67.979
kir,2007,female,68.101
kir,2008,female,68.227
kir,2009,female,68.361
kir,2010,female,68.509
kir,2011,female,68.672
kir,2012,female,68.847
kir,2013,female,69.032
kir,2014,female,69.226
kir,2015,female,69.425
kir,2016,female,69.627
kna,1982,female,66
kna,1987,female,68
kna,1992,female,70
kna,1997,female,72.71
kna,2002,female,74
kor,1960,female,55.509
kor,1961,female,56.331
kor,1962,female,57.169
kor,1963,female,58.025
kor,1964,female,58.897
kor,1965,female,59.796
kor,1966,female,60.737
kor,1967,female,61.717
kor,1968,female,62.726
kor,1969,female,63.745
kor,1970,female,65.8
kor,1971,female,66.3
kor,1972,female,66.8
kor,1973,female,67.3
kor,1974,female,67.8
kor,1975,female,68.2
kor,1976,female,68.6
kor,1977,female,69.1
kor,1978,female,69.5
kor,1979,female,69.9
kor,1980,female,70.4
kor,1981,female,70.9
kor,1982,female,71.5
kor,1983,female,71.9
kor,1984,female,72.6
kor,1985,female,73.2
kor,1986,female,73.8
kor,1987,female,74.3
kor,1988,female,74.8
kor,1989,female,75.3
kor,1990,female,75.9
kor,1991,female,76.4
kor,1992,female,76.8
kor,1993,female,77.3
kor,1994,female,77.7
kor,1995,female,77.9
kor,1996,female,78.3
kor,1997,female,78.7
kor,1998,female,79
kor,1999,female,79.2
kor,2000,female,79.7
kor,2001,female,80.1
kor,2002,female,80.3
kor,2003,female,80.8
kor,2004,female,81.2
kor,2005,female,81.6
kor,2006,female,82.1
kor,2007,female,82.5
kor,2008,female,83
kor,2009,female,83.4
kor,2010,female,83.6
kor,2011,female,84
kor,2012,female,84.2
kor,2013,female,84.6
kor,2014,female,85
kor,2015,female,85.2
kor,2016,female,85.2
kos,1981,female,68.1
kos,1982,female,68.4
kos,1983,female,68.6
kos,1984,female,68.8
kos,1985,female,69
kos,1986,female,69.2
kos,1987,female,69.4
kos,1988,female,69.6
kos,1989,female,69.7
kos,1990,female,69.9
kos,1991,female,70.1
kos,1992,female,70.2
kos,1993,female,70.4
kos,1994,female,70.5
kos,1995,female,70.6
kos,1996,female,70.8
kos,1997,female,70.9
kos,1998,female,71
kos,1999,female,69
kos,2000,female,70
kos,2001,female,70.2
kos,2002,female,70.3
kos,2003,female,70.5
kos,2004,female,70.7
kos,2005,female,71
kos,2006,female,71.2
kos,2007,female,71.4
kos,2008,female,71.6
kos,2009,female,71.8
kos,2010,female,72
kos,2011,female,72.3
kos,2012,female,72.7
kos,2013,female,73
kos,2014,female,73.3
kos,2015,female,73.6
kos,2016,female,73.9
kwt,1960,female,61.893
kwt,1961,female,62.647
kwt,1962,female,63.361
kwt,1963,female,64.036
kwt,1964,female,64.673
kwt,1965,female,65.274
kwt,1966,female,65.841
kwt,1967,female,66.375
kwt,1968,female,66.88
kwt,1969,female,67.357
kwt,1970,female,67.806
kwt,1971,female,68.227
kwt,1972,female,68.62
kwt,1973,female,68.986
kwt,1974,female,69.328
kwt,1975,female,69.652
kwt,1976,female,69.963
kwt,1977,female,70.264
kwt,1978,female,70.558
kwt,1979,female,70.847
kwt,1980,female,71.133
kwt,1981,female,71.414
kwt,1982,female,71.688
kwt,1983,female,71.951
kwt,1984,female,72.2
kwt,1985,female,72.434
kwt,1986,female,72.65
kwt,1987,female,72.847
kwt,1988,female,73.025
kwt,1989,female,73.185
kwt,1990,female,73.328
kwt,1991,female,73.455
kwt,1992,female,73.57
kwt,1993,female,73.675
kwt,1994,female,73.773
kwt,1995,female,73.865
kwt,1996,female,73.953
kwt,1997,female,74.036
kwt,1998,female,74.114
kwt,1999,female,74.189
kwt,2000,female,74.26
kwt,2001,female,74.326
kwt,2002,female,74.386
kwt,2003,female,74.443
kwt,2004,female,74.5
kwt,2005,female,74.562
kwt,2006,female,74.635
kwt,2007,female,74.722
kwt,2008,female,74.827
kwt,2009,female,74.948
kwt,2010,female,75.084
kwt,2011,female,75.232
kwt,2012,female,75.386
kwt,2013,female,75.541
kwt,2014,female,75.695
kwt,2015,female,75.846
kwt,2016,female,75.993
lao,1960,female,44.949
lao,1961,female,45.227
lao,1962,female,45.503
lao,1963,female,45.777
lao,1964,female,46.05
lao,1965,female,46.322
lao,1966,female,46.597
lao,1967,female,46.876
lao,1968,female,47.161
lao,1969,female,47.448
lao,1970,female,47.736
lao,1971,female,48.017
lao,1972,female,48.289
lao,1973,female,48.55
lao,1974,female,48.801
lao,1975,female,49.044
lao,1976,female,49.279
lao,1977,female,49.515
lao,1978,female,49.759
lao,1979,female,50.018
lao,1980,female,50.301
lao,1981,female,50.619
lao,1982,female,50.973
lao,1983,female,51.364
lao,1984,female,51.794
lao,1985,female,52.258
lao,1986,female,52.753
lao,1987,female,53.27
lao,1988,female,53.799
lao,1989,female,54.335
lao,1990,female,54.872
lao,1991,female,55.409
lao,1992,female,55.945
lao,1993,female,56.482
lao,1994,female,57.017
lao,1995,female,57.554
lao,1996,female,58.092
lao,1997,female,58.634
lao,1998,female,59.183
lao,1999,female,59.737
lao,2000,female,60.297
lao,2001,female,60.864
lao,2002,female,61.436
lao,2003,female,62.008
lao,2004,female,62.579
lao,2005,female,63.142
lao,2006,female,63.695
lao,2007,female,64.234
lao,2008,female,64.756
lao,2009,female,65.259
lao,2010,female,65.74
lao,2011,female,66.197
lao,2012,female,66.633
lao,2013,female,67.051
lao,2014,female,67.45
lao,2015,female,67.836
lao,2016,female,68.208
lbn,1960,female,65.081
lbn,1961,female,65.393
lbn,1962,female,65.69
lbn,1963,female,65.974
lbn,1964,female,66.25
lbn,1965,female,66.521
lbn,1966,female,66.792
lbn,1967,female,67.067
lbn,1968,female,67.344
lbn,1969,female,67.622
lbn,1970,female,67.897
lbn,1971,female,68.163
lbn,1972,female,68.413
lbn,1973,female,68.644
lbn,1974,female,68.854
lbn,1975,female,69.041
lbn,1976,female,69.206
lbn,1977,female,69.353
lbn,1978,female,69.49
lbn,1979,female,69.622
lbn,1980,female,69.756
lbn,1981,female,69.901
lbn,1982,female,70.059
lbn,1983,female,70.235
lbn,1984,female,70.43
lbn,1985,female,70.642
lbn,1986,female,70.864
lbn,1987,female,71.091
lbn,1988,female,71.321
lbn,1989,female,71.559
lbn,1990,female,71.811
lbn,1991,female,72.088
lbn,1992,female,72.398
lbn,1993,female,72.749
lbn,1994,female,73.14
lbn,1995,female,73.572
lbn,1996,female,74.043
lbn,1997,female,74.543
lbn,1998,female,75.061
lbn,1999,female,75.59
lbn,2000,female,76.124
lbn,2001,female,76.659
lbn,2002,female,77.193
lbn,2003,female,77.717
lbn,2004,female,78.223
lbn,2005,female,78.699
lbn,2006,female,79.134
lbn,2007,female,79.524
lbn,2008,female,79.868
lbn,2009,female,80.165
lbn,2010,female,80.417
lbn,2011,female,80.631
lbn,2012,female,80.817
lbn,2013,female,80.985
lbn,2014,female,81.142
lbn,2015,female,81.294
lbn,2016,female,81.444
lbr,1960,female,37.254
lbr,1961,female,37.471
lbr,1962,female,37.722
lbr,1963,female,38.016
lbr,1964,female,38.356
lbr,1965,female,38.741
lbr,1966,female,39.167
lbr,1967,female,39.624
lbr,1968,female,40.109
lbr,1969,female,40.619
lbr,1970,female,41.165
lbr,1971,female,41.76
lbr,1972,female,42.408
lbr,1973,female,43.104
lbr,1974,female,43.837
lbr,1975,female,44.588
lbr,1976,female,45.34
lbr,1977,female,46.069
lbr,1978,female,46.752
lbr,1979,female,47.372
lbr,1980,female,47.909
lbr,1981,female,48.352
lbr,1982,female,48.708
lbr,1983,female,48.984
lbr,1984,female,49.189
lbr,1985,female,49.322
lbr,1986,female,49.382
lbr,1987,female,49.387
lbr,1988,female,49.364
lbr,1989,female,49.346
lbr,1990,female,49.389
lbr,1991,female,49.555
lbr,1992,female,49.868
lbr,1993,female,50.325
lbr,1994,female,50.906
lbr,1995,female,51.535
lbr,1996,female,52.113
lbr,1997,female,52.565
lbr,1998,female,52.858
lbr,1999,female,53.008
lbr,2000,female,53.096
lbr,2001,female,53.244
lbr,2002,female,53.563
lbr,2003,female,54.12
lbr,2004,female,54.919
lbr,2005,female,55.91
lbr,2006,female,57.002
lbr,2007,female,58.075
lbr,2008,female,59.036
lbr,2009,female,59.849
lbr,2010,female,60.508
lbr,2011,female,61.04
lbr,2012,female,61.512
lbr,2013,female,61.979
lbr,2014,female,62.457
lbr,2015,female,62.958
lbr,2016,female,63.481
lby,1960,female,43.893
lby,1961,female,45.52
lby,1962,female,47.165
lby,1963,female,48.77
lby,1964,female,50.293
lby,1965,female,51.713
lby,1966,female,53.035
lby,1967,female,54.295
lby,1968,female,55.516
lby,1969,female,56.698
lby,1970,female,57.837
lby,1971,female,58.925
lby,1972,female,59.955
lby,1973,female,60.921
lby,1974,female,61.825
lby,1975,female,62.669
lby,1976,female,63.458
lby,1977,female,64.2
lby,1978,female,64.9
lby,1979,female,65.562
lby,1980,female,66.182
lby,1981,female,66.755
lby,1982,female,67.277
lby,1983,female,67.75
lby,1984,female,68.179
lby,1985,female,68.575
lby,1986,female,68.95
lby,1987,female,69.314
lby,1988,female,69.674
lby,1989,female,70.031
lby,1990,female,70.377
lby,1991,female,70.702
lby,1992,female,70.994
lby,1993,female,71.246
lby,1994,female,71.459
lby,1995,female,71.635
lby,1996,female,71.78
lby,1997,female,71.907
lby,1998,female,72.03
lby,1999,female,72.159
lby,2000,female,72.314
lby,2001,female,72.511
lby,2002,female,72.753
lby,2003,female,73.034
lby,2004,female,73.343
lby,2005,female,73.655
lby,2006,female,73.938
lby,2007,female,74.168
lby,2008,female,74.33
lby,2009,female,74.426
lby,2010,female,74.468
lby,2011,female,74.483
lby,2012,female,74.503
lby,2013,female,74.553
lby,2014,female,74.643
lby,2015,female,74.775
lby,2016,female,74.941
lca,1960,female,61.031
lca,1961,female,61.804
lca,1962,female,62.487
lca,1963,female,63.062
lca,1964,female,63.535
lca,1965,female,63.932
lca,1966,female,64.294
lca,1967,female,64.672
lca,1968,female,65.103
lca,1969,female,65.602
lca,1970,female,66.17
lca,1971,female,66.796
lca,1972,female,67.447
lca,1973,female,68.096
lca,1974,female,68.733
lca,1975,female,69.357
lca,1976,female,69.976
lca,1977,female,70.595
lca,1978,female,71.211
lca,1979,female,71.807
lca,1980,female,72.354
lca,1981,female,72.821
lca,1982,female,73.186
lca,1983,female,73.442
lca,1984,female,73.592
lca,1985,female,73.648
lca,1986,female,73.639
lca,1987,female,73.597
lca,1988,female,73.551
lca,1989,female,73.514
lca,1990,female,73.488
lca,1991,female,73.462
lca,1992,female,73.42
lca,1993,female,73.356
lca,1994,female,73.278
lca,1995,female,73.199
lca,1996,female,73.132
lca,1997,female,73.096
lca,1998,female,73.108
lca,1999,female,73.18
lca,2000,female,73.333
lca,2001,female,73.583
lca,2002,female,73.925
lca,2003,female,74.343
lca,2004,female,74.819
lca,2005,female,75.321
lca,2006,female,75.813
lca,2007,female,76.264
lca,2008,female,76.654
lca,2009,female,76.97
lca,2010,female,77.216
lca,2011,female,77.404
lca,2012,female,77.565
lca,2013,female,77.721
lca,2014,female,77.882
lca,2015,female,78.055
lca,2016,female,78.239
lie,1994,female,81.7
lie,1995,female,79.9
lie,1996,female,81.6
lie,1997,female,80.4
lie,1998,female,82.1
lie,1999,female,82.9
lie,2000,female,79.9
lie,2001,female,82.4
lie,2002,female,82.3
lie,2003,female,81.6
lie,2004,female,85.1
lie,2005,female,84.1
lie,2006,female,83.1
lie,2007,female,83.6
lie,2008,female,85.5
lie,2009,female,83.6
lie,2010,female,84.3
lie,2011,female,84.2
lie,2012,female,85.2
lie,2013,female,83.9
lie,2014,female,83.2
lie,2015,female,84.5
lie,2016,female,84.5
lka,1960,female,62.241
lka,1961,female,62.635
lka,1962,female,63.008
lka,1963,female,63.378
lka,1964,female,63.758
lka,1965,female,64.156
lka,1966,female,64.572
lka,1967,female,64.995
lka,1968,female,65.414
lka,1969,female,65.827
lka,1970,female,66.228
lka,1971,female,66.609
lka,1972,female,66.968
lka,1973,female,67.31
lka,1974,female,67.643
lka,1975,female,67.988
lka,1976,female,68.371
lka,1977,female,68.804
lka,1978,female,69.29
lka,1979,female,69.819
lka,1980,female,70.364
lka,1981,female,70.892
lka,1982,female,71.369
lka,1983,female,71.772
lka,1984,female,72.095
lka,1985,female,72.344
lka,1986,female,72.541
lka,1987,female,72.715
lka,1988,female,72.885
lka,1989,female,73.053
lka,1990,female,73.194
lka,1991,female,73.267
lka,1992,female,73.255
lka,1993,female,73.164
lka,1994,female,73.025
lka,1995,female,72.914
lka,1996,female,72.926
lka,1997,female,73.122
lka,1998,female,73.528
lka,1999,female,74.131
lka,2000,female,74.873
lka,2001,female,75.663
lka,2002,female,76.398
lka,2003,female,76.998
lka,2004,female,77.432
lka,2005,female,77.69
lka,2006,female,77.799
lka,2007,female,77.825
lka,2008,female,77.827
lka,2009,female,77.832
lka,2010,female,77.861
lka,2011,female,77.925
lka,2012,female,78.018
lka,2013,female,78.133
lka,2014,female,78.273
lka,2015,female,78.435
lka,2016,female,78.614
low_income,1960,female,40.51818
low_income,1961,female,40.93551
low_income,1962,female,41.3499
low_income,1963,female,41.76779
low_income,1964,female,42.19488
low_income,1965,female,42.63433
low_income,1966,female,43.08532
low_income,1967,female,43.54343
low_income,1968,female,44.00286
low_income,1969,female,44.46051
low_income,1970,female,44.91383
low_income,1971,female,45.36275
low_income,1972,female,45.80664
low_income,1973,female,46.24334
low_income,1974,female,46.66896
low_income,1975,female,47.07912
low_income,1976,female,47.46859
low_income,1977,female,47.8376
low_income,1978,female,48.18907
low_income,1979,female,48.5279
low_income,1980,female,48.8611
low_income,1981,female,49.19626
low_income,1982,female,49.5361
low_income,1983,female,49.87855
low_income,1984,female,50.21872
low_income,1985,female,50.54334
low_income,1986,female,50.83604
low_income,1987,female,51.08368
low_income,1988,female,51.28083
low_income,1989,female,51.4347
low_income,1990,female,51.56102
low_income,1991,female,51.68085
low_income,1992,female,51.81285
low_income,1993,female,51.96379
low_income,1994,female,52.12893
low_income,1995,female,52.31054
low_income,1996,female,52.52125
low_income,1997,female,52.77526
low_income,1998,female,53.08439
low_income,1999,female,53.45554
low_income,2000,female,53.89541
low_income,2001,female,54.4079
low_income,2002,female,54.98818
low_income,2003,female,55.62802
low_income,2004,female,56.31796
low_income,2005,female,57.04848
low_income,2006,female,57.81028
low_income,2007,female,58.58864
low_income,2008,female,59.36745
low_income,2009,female,60.13032
low_income,2010,female,60.86101
low_income,2011,female,61.54742
low_income,2012,female,62.18689
low_income,2013,female,62.77881
low_income,2014,female,63.32013
low_income,2015,female,63.81059
low_income,2016,female,64.25363
lower_middle_income,1960,female,46.24725
lower_middle_income,1961,female,46.84575
lower_middle_income,1962,female,47.44409
lower_middle_income,1963,female,48.04272
lower_middle_income,1964,female,48.63907
lower_middle_income,1965,female,49.22508
lower_middle_income,1966,female,49.78896
lower_middle_income,1967,female,50.32354
lower_middle_income,1968,female,50.82617
lower_middle_income,1969,female,51.30189
lower_middle_income,1970,female,51.76397
lower_middle_income,1971,female,52.23097
lower_middle_income,1972,female,52.71881
lower_middle_income,1973,female,53.2358
lower_middle_income,1974,female,53.78244
lower_middle_income,1975,female,54.3527
lower_middle_income,1976,female,54.93614
lower_middle_income,1977,female,55.51442
lower_middle_income,1978,female,56.07117
lower_middle_income,1979,female,56.59553
lower_middle_income,1980,female,57.08069
lower_middle_income,1981,female,57.52336
lower_middle_income,1982,female,57.9313
lower_middle_income,1983,female,58.31492
lower_middle_income,1984,female,58.68008
lower_middle_income,1985,female,59.0328
lower_middle_income,1986,female,59.38183
lower_middle_income,1987,female,59.74723
lower_middle_income,1988,female,60.09924
lower_middle_income,1989,female,60.48025
lower_middle_income,1990,female,60.85526
lower_middle_income,1991,female,61.2102
lower_middle_income,1992,female,61.59588
lower_middle_income,1993,female,61.9567
lower_middle_income,1994,female,62.30501
lower_middle_income,1995,female,62.64793
lower_middle_income,1996,female,62.99196
lower_middle_income,1997,female,63.33544
lower_middle_income,1998,female,63.67579
lower_middle_income,1999,female,64.00641
lower_middle_income,2000,female,64.32221
lower_middle_income,2001,female,64.65727
lower_middle_income,2002,female,64.98569
lower_middle_income,2003,female,65.32209
lower_middle_income,2004,female,65.66943
lower_middle_income,2005,female,66.02866
lower_middle_income,2006,female,66.40857
lower_middle_income,2007,female,66.80355
lower_middle_income,2008,female,67.20431
lower_middle_income,2009,female,67.61737
lower_middle_income,2010,female,68.0237
lower_middle_income,2011,female,68.40726
lower_middle_income,2012,female,68.76308
lower_middle_income,2013,female,69.09147
lower_middle_income,2014,female,69.38976
lower_middle_income,2015,female,69.65665
lower_middle_income,2016,female,69.9064
lso,1960,female,48.225
lso,1961,female,48.708
lso,1962,female,49.115
lso,1963,female,49.439
lso,1964,female,49.684
lso,1965,female,49.863
lso,1966,female,49.995
lso,1967,female,50.109
lso,1968,female,50.236
lso,1969,female,50.394
lso,1970,female,50.601
lso,1971,female,50.866
lso,1972,female,51.184
lso,1973,female,51.55
lso,1974,female,51.966
lso,1975,female,52.434
lso,1976,female,52.957
lso,1977,female,53.526
lso,1978,female,54.128
lso,1979,female,54.75
lso,1980,female,55.372
lso,1981,female,55.971
lso,1982,female,56.537
lso,1983,female,57.063
lso,1984,female,57.546
lso,1985,female,58.027
lso,1986,female,58.559
lso,1987,female,59.16
lso,1988,female,59.808
lso,1989,female,60.449
lso,1990,female,60.973
lso,1991,female,61.249
lso,1992,female,61.181
lso,1993,female,60.716
lso,1994,female,59.849
lso,1995,female,58.579
lso,1996,female,56.937
lso,1997,female,55.053
lso,1998,female,53.082
lso,1999,female,51.159
lso,2000,female,49.454
lso,2001,female,48.124
lso,2002,female,47.235
lso,2003,female,46.816
lso,2004,female,46.874
lso,2005,female,47.373
lso,2006,female,48.23
lso,2007,female,49.296
lso,2008,female,50.43
lso,2009,female,51.542
lso,2010,female,52.563
lso,2011,female,53.453
lso,2012,female,54.231
lso,2013,female,54.916
lso,2014,female,55.499
lso,2015,female,55.981
lso,2016,female,56.37
ltu,1960,female,72.9
ltu,1961,female,73.56
ltu,1962,female,72.44
ltu,1963,female,73.8
ltu,1964,female,74.91
ltu,1965,female,74.68
ltu,1966,female,75.08
ltu,1967,female,75.43
ltu,1968,female,75.15
ltu,1969,female,74.98
ltu,1970,female,75.03
ltu,1971,female,76.13
ltu,1972,female,75.45
ltu,1973,female,75.65
ltu,1974,female,75.69
ltu,1975,female,75.6
ltu,1976,female,75.87
ltu,1977,female,75.66
ltu,1978,female,75.45
ltu,1979,female,75.64
ltu,1980,female,75.64
ltu,1981,female,75.68
ltu,1982,female,76.01
ltu,1983,female,75.91
ltu,1984,female,75.57
ltu,1985,female,75.49
ltu,1986,female,76.46
ltu,1987,female,76.36
ltu,1988,female,76.29
ltu,1989,female,76.24
ltu,1990,female,76.17
ltu,1991,female,75.86
ltu,1992,female,75.93
ltu,1993,female,74.98
ltu,1994,female,74.82
ltu,1995,female,75.04
ltu,1996,female,75.86
ltu,1997,female,76.62
ltu,1998,female,76.7
ltu,1999,female,77
ltu,2000,female,77.5
ltu,2001,female,77.6
ltu,2002,female,77.6
ltu,2003,female,77.9
ltu,2004,female,77.8
ltu,2005,female,77.4
ltu,2006,female,77.1
ltu,2007,female,77.2
ltu,2008,female,77.6
ltu,2009,female,78.6
ltu,2010,female,78.8
ltu,2011,female,79.3
ltu,2012,female,79.6
ltu,2013,female,79.6
ltu,2014,female,80.1
ltu,2015,female,79.7
ltu,2016,female,79.7
lux,1960,female,71.685
lux,1961,female,72.004
lux,1962,female,72.29
lux,1963,female,72.538
lux,1964,female,72.748
lux,1965,female,72.92
lux,1966,female,73.057
lux,1967,female,73.17
lux,1968,female,73.273
lux,1969,female,73.376
lux,1970,female,73.492
lux,1971,female,73.633
lux,1972,female,73.804
lux,1973,female,74.005
lux,1974,female,74.236
lux,1975,female,74.491
lux,1976,female,74.757
lux,1977,female,75.024
lux,1978,female,75.283
lux,1979,female,75.534
lux,1980,female,75.785
lux,1981,female,76.046
lux,1982,female,76.33
lux,1983,female,76.639
lux,1984,female,76.971
lux,1985,female,77.313
lux,1986,female,77.649
lux,1987,female,77.963
lux,1988,female,78.246
lux,1989,female,78.494
lux,1990,female,78.71
lux,1991,female,79.1
lux,1992,female,79.1
lux,1993,female,79.4
lux,1994,female,79.7
lux,1995,female,80.2
lux,1996,female,79.9
lux,1997,female,79.8
lux,1998,female,80.5
lux,1999,female,81.1
lux,2000,female,81.1
lux,2001,female,81
lux,2002,female,81.5
lux,2003,female,80.8
lux,2004,female,82.4
lux,2005,female,82.3
lux,2006,female,81.9
lux,2007,female,82.2
lux,2008,female,83.1
lux,2009,female,83.3
lux,2010,female,83.5
lux,2011,female,83.6
lux,2012,female,83.8
lux,2013,female,83.9
lux,2014,female,85.2
lux,2015,female,84.7
lux,2016,female,84.7
lva,1960,female,73.49
lva,1961,female,73.92
lva,1962,female,73.19
lva,1963,female,73.65
lva,1964,female,74.89
lva,1965,female,74.86
lva,1966,female,74.6
lva,1967,female,74.22
lva,1968,female,74.54
lva,1969,female,74.55
lva,1970,female,74.23
lva,1971,female,74.8
lva,1972,female,74.76
lva,1973,female,74.5
lva,1974,female,74.74
lva,1975,female,74.16
lva,1976,female,74.39
lva,1977,female,74.16
lva,1978,female,74.12
lva,1979,female,73.72
lva,1980,female,74.12
lva,1981,female,74.4
lva,1982,female,74.65
lva,1983,female,74.62
lva,1984,female,74.5
lva,1985,female,74.06
lva,1986,female,75.14
lva,1987,female,75.19
lva,1988,female,75.22
lva,1989,female,75.18
lva,1990,female,74.6
lva,1991,female,74.6
lva,1992,female,74.44
lva,1993,female,73.33
lva,1994,female,72.62
lva,1995,female,73.06
lva,1996,female,74.8
lva,1997,female,75.05
lva,1998,female,74.8
lva,1999,female,75.29
lva,2000,female,76
lva,2001,female,76.6
lva,2002,female,76.8
lva,2003,female,76.9
lva,2004,female,77.2
lva,2005,female,77.4
lva,2006,female,76.5
lva,2007,female,76.5
lva,2008,female,77.9
lva,2009,female,78.1
lva,2010,female,78.4
lva,2011,female,78.8
lva,2012,female,78.9
lva,2013,female,78.9
lva,2014,female,79.4
lva,2015,female,79.5
lva,2016,female,79.6
mac,1960,female,66.405
mac,1961,female,66.915
mac,1962,female,67.411
mac,1963,female,67.893
mac,1964,female,68.364
mac,1965,female,68.831
mac,1966,female,69.303
mac,1967,female,69.786
mac,1968,female,70.284
mac,1969,female,70.798
mac,1970,female,71.325
mac,1971,female,71.862
mac,1972,female,72.401
mac,1973,female,72.931
mac,1974,female,73.447
mac,1975,female,73.942
mac,1976,female,74.411
mac,1977,female,74.852
mac,1978,female,75.267
mac,1979,female,75.658
mac,1980,female,76.027
mac,1981,female,76.379
mac,1982,female,76.721
mac,1983,female,77.059
mac,1984,female,77.397
mac,1985,female,77.739
mac,1986,female,78.088
mac,1987,female,78.443
mac,1988,female,78.802
mac,1989,female,79.164
mac,1990,female,79.528
mac,1991,female,79.895
mac,1992,female,80.26
mac,1993,female,80.621
mac,1994,female,80.977
mac,1995,female,81.324
mac,1996,female,81.662
mac,1997,female,81.989
mac,1998,female,82.307
mac,1999,female,82.613
mac,2000,female,82.908
mac,2001,female,83.193
mac,2002,female,83.467
mac,2003,female,83.734
mac,2004,female,83.995
mac,2005,female,84.253
mac,2006,female,84.514
mac,2007,female,84.778
mac,2008,female,85.045
mac,2009,female,85.312
mac,2010,female,85.574
mac,2011,female,85.824
mac,2012,female,86.055
mac,2013,female,86.266
mac,2014,female,86.454
mac,2015,female,86.623
mac,2016,female,86.776
maf,1982,female,76.6
maf,1983,female,76.2
maf,1984,female,76.3
maf,1985,female,76.1
maf,1986,female,76.9
maf,1987,female,77
maf,1988,female,77.6
maf,1989,female,77.6
maf,1990,female,77.8
maf,1991,female,79.1
maf,1992,female,78.6
maf,1993,female,78.8
maf,1994,female,79.1
maf,1995,female,79.3
maf,1996,female,79.5
maf,1997,female,79.7
maf,1998,female,79.9
maf,1999,female,80.1
maf,2000,female,80.3
maf,2001,female,80.5
maf,2002,female,80.7
maf,2003,female,80.9
maf,2004,female,81
maf,2005,female,81.2
maf,2006,female,81.4
maf,2007,female,81.5
maf,2008,female,81.7
maf,2009,female,81.9
maf,2010,female,82
maf,2011,female,82.2
maf,2012,female,82.3
maf,2013,female,82.5
maf,2014,female,82.6
maf,2015,female,82.8
maf,2016,female,82.9
mar,1960,female,49.806
mar,1961,female,50.077
mar,1962,female,50.376
mar,1963,female,50.712
mar,1964,female,51.087
mar,1965,female,51.494
mar,1966,female,51.921
mar,1967,female,52.352
mar,1968,female,52.774
mar,1969,female,53.183
mar,1970,female,53.575
